Difícil;O que é o padrão de projeto 'Factory' (Fábrica)?;Uma classe que gera relatórios;Um método para inicializar variáveis;Um método ou classe que encapsula a lógica de criação de objetos;Um objeto que armazena outras fábricas;Um método ou classe que encapsula a lógica de criação de objetos;Programação
Difícil;Em Java, o que a palavra-chave transient impede em um atributo?;Que ele seja acessado por outras classes;Que ele seja serializado;Que ele seja alterado após a construção;Que ele seja estático;Que ele seja serializado;Programação
Difícil;O que é a 'Coesão' em Design de Software?;O grau de interdependência entre classes;O grau de responsabilidade única dentro de uma classe;A facilidade de compilação;A proteção de dados;O grau de responsabilidade única dentro de uma classe;Programação
Difícil;Qual o tipo de dado do resultado da expressão (10 > 5) && (3 < 7)?;int;String;boolean;double;boolean;Programação
Difícil;Qual o nome do software que transforma código Java em código executável pela JVM?;Compilador;Intérprete;JRE;Linker;Compilador;Programação
Difícil;O que são 'Expressões Lambda' em Java (a partir da versão 8)?;Funções anônimas usadas para classes com uma única interface abstrata;Métodos longos;Novos tipos de dados;Classes que substituem o try-catch;Funções anônimas usadas para classes com uma única interface abstrata;Programação
Difícil;Qual foi a única pessoa na história a receber o Prêmio Nobel em áreas científicas distintas (Física e Química)?;Linus Pauling;Albert Einstein;Marie Curie;Niels Bohr;Marie Curie;Gerais
Difícil;O que a síndrome de Tourette, um distúrbio neurológico, causa?;Perda de memória;Tiques motores e vocais involuntários;Paralisia facial;Daltonismo;Tiques motores e vocais involuntários;Gerais
Difícil;Em que ano ocorreu a Revolução Francesa, marcando o início da Idade Contemporânea?;1776;1789;1804;1812;1789;Gerais
Difícil;Qual o nome do fenômeno em que um grupo de pessoas acredita coletivamente em uma falsa memória?;Efeito Flashback;Efeito Sanfona;Efeito Mandela;Efeito Rebote;Efeito Mandela;Gerais
Difícil;Quem foi o líder que impôs que o pão fosse chamado pelo nome de sua própria mãe, gerando uma crise de identidade nacional?;Nicolau II;Fidel Castro;Enver Hoxha;Saddam Hussein;Enver Hoxha;Gerais
Difícil;Qual é o nome atual da região historicamente conhecida como Abissínia?;Mongólia;Jamaica;Etiópia;Bulgária;Etiópia;Gerais
Difícil;Em qual cidade se localiza a sede da OTAN (Organização do Tratado do Atlântico Norte)?;Nova York;Berlim;Bruxelas;Genebra;Bruxelas;Gerais
Difícil;Qual a obra de arte mais cara já arrematada em leilão, pintada (ou co-pintada) por Leonardo da Vinci?;Mona Lisa;O Grito;Salvator Mundi;A Persistência da Memória;Salvator Mundi;Gerais
Difícil;Qual a fórmula química da água oxigenada, que é mais complexa que a da água comum?;H2O;H2O2;CO2;O3;H2O2;Gerais
Difícil;Qual país africano foi o último a abolir a escravidão (oficialmente em 1981)?;Nigéria;Mauritânia;África do Sul;Sudão;Mauritânia;Gerais
Difícil;O que significa a sigla WSDL em serviços web e arquitetura SOA?;Web Service Description Language;World Standard Definition Logic;Web Security Data Locator;Wireless System Data Link;Web Service Description Language;Gerais
Difícil;Qual é a célula do sangue humano que existe em maior quantidade?;Leucócito;Plaqueta;Eritrócito (Glóbulo Vermelho);Linfócito;Eritrócito (Glóbulo Vermelho);Gerais
Difícil;Em qual país se localiza o Monte Fuji?;China;Coreia do Sul;Japão;Tailândia;Japão;Gerais
Difícil;Qual é o nome do principal rio que banha o Egito?;Rio Amarelo;Rio Nilo;Rio Amazonas;Rio Paraná;Rio Nilo;Gerais
Difícil;Qual a única letra do alfabeto que não aparece na tabela periódica dos elementos químicos?;J;Q;X;K;J;Gerais
Difícil;Qual foi o ano da Proclamação da República no Brasil, pondo fim ao Império?;1822;1889;1891;1930;1889;Gerais
Difícil;Qual é o elemento químico representado pelo símbolo químico 'W';Tungstênio;Cálcio;Sódio;Fósforo;Tungstênio;Gerais
Difícil;Qual a capital da Finlândia?;Oslo;Estocolmo;Copenhague;Helsinque;Helsinque;Gerais
Difícil;Qual foi o primeiro livro impresso utilizando a prensa de Gutenberg?;A Bíblia;A Divina Comédia;O Príncipe;A Ilíada;A Bíblia;Gerais
Difícil;Qual o nome do cientista que desenvolveu a teoria da relatividade geral?;Isaac Newton;Nikola Tesla;Albert Einstein;Galileu Galilei;Albert Einstein;Gerais
Difícil;Quantos números primos existem entre 1 e 100?;24;25;26;27;25;Gerais
Difícil;Qual país tem mais ilhas no mundo (cerca de 270 mil)?;Indonésia;Suécia;Canadá;Filipinas;Suécia;Gerais
Difícil;Qual foi o primeiro filme de língua não inglesa a vencer o Oscar de Melhor Filme (2020)?;Roma;Parasita;Coringa;O Segredo dos Seus Olhos;Parasita;Gerais
Difícil;O que é um saruê, um animal da fauna brasileira?;Um tipo de macaco;Um gambá;Um tatu;Uma raposa;Um gambá;Gerais
Difícil;Qual foi o ano de invenção da World Wide Web (WWW) por Tim Berners-Lee?;1985;1990;1995;2000;1990;Gerais
Difícil;Quais são os dois mamíferos que põem ovos (monotremados)?;Ornitorrinco e Coala;Morcego e Equidna;Equidna e Ornitorrinco;Golfinho e Ornitorrinco;Equidna e Ornitorrinco;Animais
Difícil;Qual animal marinho tem a audição mais sensível, podendo ouvir sons a 800km de distância?;Golfinho;Tubarão;Baleia Azul;Orca;Baleia Azul;Animais
Difícil;Qual animal consegue viver 10 anos sem se alimentar, entrando em um estado de dormência?;Tartaruga-gigante;Crocodilo;Proteus (peixe humano);Píton;Proteus (peixe humano);Animais
Difícil;Qual animal passa cerca de 90% do seu dia dormindo?;Bicho-preguiça;Coala;Leão;Morcego;Coala;Animais
Difícil;Onde está localizado o coração do camarão, tornando-o único entre os crustáceos?;No tórax;Na cabeça;Na cauda;No abdômen;Na cabeça;Animais
Difícil;Qual animal não consegue olhar diretamente para o céu devido à anatomia de seu pescoço e coluna?;Porco;Cobra;Hipopótamo;Girafa;Porco;Animais
Difícil;Qual animal terrestre é conhecido por ter a língua mais comprida que o próprio corpo (até 2x o tamanho)?;Girafa;Tamanduá;Camaleão;Sapo;Camaleão;Animais
Difícil;Qual animal é o mais forte do mundo em proporção ao seu peso corporal?;Elefante;Besouro-do-esterco;Rinoceronte;Formiga;Besouro-do-esterco;Animais
Difícil;Quantos corações um polvo geralmente possui?;Um;Dois;Três;Quatro;Três;Animais
Difícil;Qual animal tem a capacidade de congelar completamente no inverno e descongelar na primavera (criopreservação)?;Tartaruga;Rã-da-floresta;Pinguim;Lagarto;Rã-da-floresta;Animais
Difícil;Qual é o maior roedor do mundo?;Rato;Castor;Capivara;Hamster;Capivara;Animais
Difícil;Qual ave tem a visão mais aguçada e de maior alcance entre todos os animais?;Coruja;Águia;Gavião;Falcão;Águia;Animais
Difícil;Qual animal marinho é conhecido como o peixe mais venenoso do mundo?;Baiacu;Peixe-pedra;Escorpião-marinho;Raias;Peixe-pedra;Animais
Difícil;Qual o nome do fenômeno pelo qual a Rã-da-floresta (Rana Sylvatica) consegue sobreviver ao congelamento?;Crio-hidratação;Criopreservação;Crioproteção por Glicose;Crio-anestesia;Crioproteção por Glicose;Animais
Difícil;Qual animal é conhecido por fazer cocô em formato de cubo?;Coelho;Wombat;Panda;Hipopótamo;Wombat;Animais
Difícil;Qual animal é o único mamífero capaz de voar?;Pássaro;Morcego;Pinguim;Golfinho;Morcego;Animais
Difícil;Qual animal é o mais lento do mundo?;Tartaruga;Caracol;Bicho-preguiça;Lesma;Bicho-preguiça;Animais
Difícil;Qual animal é capaz de regenerar membros perdidos do corpo, como braços ou cauda?;Lula;Estrela-do-mar;Boto;Enguia;Estrela-do-mar;Animais
Difícil;Qual animal tem o veneno mais potente, capaz de matar um humano em menos de 10 minutos?;Cobra-real;Aranha-Armadeira;Escorpião Amarelo;Água-viva Cubo;Água-viva Cubo;Animais
Difícil;Qual animal não bebe água durante toda a sua vida, absorvendo apenas a umidade dos alimentos?;Camelo;Coala;Canguru;Gibão;Coala;Animais
Difícil;Qual é o nome do macho da cabra?;Bezerro;Bode;Carneiro;Touro;Bode;Animais
Difícil;Qual animal tem a maior envergadura de asas entre todas as aves voadoras?;Albatroz-errante;Águia;Condor;Pelicano;Albatroz-errante;Animais
Difícil;Qual é o nome do animal mais barulhento do mundo?;Elefante;Baleia Azul;Leão;Bugio;Baleia Azul;Animais
Difícil;O que é um grupo de corvos chamado?;Manada;Bando;Alcateia;Revoada;Bando;Animais
Difícil;Quantos olhos uma aranha pode ter no máximo?;Seis;Oito;Dez;Doze;Oito;Animais
